1	3	14.33790	4938.061313
3	1	14.41782	5254.128510
1	7	13.36878	7309.824721
7	1	13.13412	7388.626964
1	9	24.12276	1164.374840
9	1	24.19314	1076.221509
2	3	6.41952	885.069883
3	2	6.48192	879.337660
3	6	6.56994	5963.515309
6	3	6.45990	6000.000000
3	7	20.94348	870.143949
7	3	20.81730	987.279904
4	6	9.19872	1397.463467
6	4	9.09858	1032.232650
4	8	5.36364	6680.104456
8	4	5.45838	6223.710971
5	10	9.06120	3970.233407
10	5	8.92194	3954.624913
5	11	22.94820	934.463935
11	5	22.48470	882.819848
6	8	2.58072	6000.000000
8	6	2.31984	6000.000000
6	13	16.99176	2232.228547
13	6	16.76436	1834.137753
6	17	21.89322	1370.884143
17	6	21.68226	1245.949960
7	9	6.33390	827.932876
9	7	6.27618	825.000000
7	13	5.31354	5919.941039
13	7	5.56494	8000.000000
8	11	5.10438	6000.000000
11	8	5.11098	6000.000000
8	16	10.66308	6441.701930
16	8	10.60776	4445.015010
9	12	8.60640	973.892640
12	9	8.55888	970.976785
9	13	3.84348	875.000000
13	9	3.90540	875.000000
10	11	1.57668	8000.000000
11	10	1.56894	8000.000000
10	18	9.06504	3900.000000
18	10	8.98524	2913.625342
10	20	10.01388	5719.303943
20	10	10.17042	6009.002354
11	19	22.53618	1124.407633
19	11	22.36782	1617.706447
13	14	8.13972	4394.231889
14	13	7.50396	4320.225018
13	15	17.15250	1910.935331
15	13	17.79192	2863.541072
14	17	6.07404	5946.288757
17	14	6.32364	4904.241929
14	22	9.15912	2840.485893
22	14	8.78574	2895.846620
16	17	1.27518	6321.013829
17	16	1.32516	4209.453790
16	19	4.13730	6703.328686
19	16	4.15476	7034.073767
16	22	2.91612	4469.882549
22	16	2.92086	7627.741159
17	22	10.43952	1886.210086
22	17	10.04340	1884.190009
18	19	2.11356	6192.450268
19	18	3.35748	6293.127608
18	21	4.74870	8000.000000
21	18	4.77834	5449.818119
19	22	10.91718	2023.075785
22	19	10.66506	1606.326133
20	21	17.92308	2644.724412
21	20	16.83618	2416.390697
20	30	11.11956	6000.000000
30	20	11.24232	6000.000000
20	58	11.27082	2479.370349
58	20	11.43492	2630.412693
21	22	6.32790	4493.711985
22	21	6.25428	4495.928831
21	23	4.01802	8000.000000
23	21	3.97044	8000.000000
22	23	10.69872	877.861868
23	22	10.69548	960.167030
22	25	12.59772	2853.104660
25	22	11.40222	1506.692042
22	28	15.55362	2080.186891
28	22	15.44130	2102.073051
22	29	5.78430	5879.862476
29	22	5.58210	1423.685694
22	40	27.41352	2210.802571
40	22	26.79702	1664.447067
23	24	2.20134	8000.000000
24	23	2.14734	8000.000000
23	31	27.51318	1139.317496
31	23	28.00938	904.280899
24	25	1.60722	4500.000000
25	24	1.59852	3600.000000
24	26	1.42146	7980.289310
26	24	0.94146	8000.000000
24	33	10.28202	3559.213894
33	24	10.37700	5555.608069
25	26	3.61848	1750.000000
26	25	3.39690	2372.861722
26	27	3.01086	1316.906179
27	26	3.03438	985.369469
26	28	1.62744	7731.459177
28	26	1.39596	8332.485651
27	28	2.96880	2020.835188
28	27	2.93964	1906.378666
27	33	13.67250	2656.304461
33	27	14.33436	2787.223131
27	35	27.66498	1139.332695
35	27	27.88152	1388.367239
28	37	6.96978	6458.755608
37	28	7.34730	7118.104798
29	41	4.73256	4266.616474
41	29	5.09346	6304.110442
29	49	51.75936	1060.253828
49	29	52.62612	1117.781868
30	31	1.94154	6000.000000
31	30	1.97988	6000.000000
30	60	6.85284	4882.896652
60	30	7.06146	4803.175011
31	32	3.60924	6000.000000
32	31	3.62130	5459.290242
31	60	10.58094	965.579981
60	31	10.75914	1055.139505
32	33	5.76390	2423.744805
33	32	5.90118	2621.675199
32	34	1.58670	2987.327149
34	32	1.61874	4790.345753
32	60	6.66840	2599.322451
60	32	6.51642	2614.736215
33	34	4.06116	5444.285031
34	33	4.07574	5400.000000
34	35	7.82160	5470.884476
35	34	7.74594	6000.000000
34	60	8.45394	5898.700106
60	34	12.45258	5784.050030
35	36	5.55180	5276.538355
36	35	5.79078	6000.000000
35	71	7.15128	1957.382228
71	35	7.21902	1576.243145
36	43	14.21640	875.000000
43	36	13.66008	875.000000
36	44	6.80592	6000.000000
44	36	6.43680	5867.300085
36	71	12.32820	1058.124261
71	36	12.22890	1017.341605
37	38	2.86686	5815.725402
38	37	3.24864	5772.233647
37	42	10.17816	1816.106654
42	37	10.33734	1809.167052
38	39	2.95560	5733.056963
39	38	2.92386	6422.206060
38	42	5.17284	6000.000000
42	38	6.06312	5747.695049
39	40	1.12572	7532.420303
40	39	1.19118	8352.013267
39	48	14.73654	4371.132753
48	39	15.30738	5233.501727
40	41	3.17862	6101.889600
41	40	2.96898	6005.599197
40	48	37.47636	1003.245496
48	40	38.77062	1688.727995
41	49	34.40382	2188.676850
49	41	34.98600	2459.636780
42	43	4.97844	1518.910867
43	42	5.21664	1921.767308
42	45	5.04630	6000.000000
45	42	5.23860	6000.000000
43	44	3.94836	1750.000000
44	43	4.10598	1763.712840
43	45	6.47346	1828.679811
45	43	6.53010	1213.743460
44	46	2.73612	6000.000000
46	44	2.73678	6000.000000
44	54	15.73116	1745.164116
54	44	15.75822	1860.992488
45	46	1.61472	6000.000000
46	45	1.65126	4768.359065
45	47	4.56642	2462.627044
47	45	4.87818	2262.705882
46	47	2.43066	6000.000000
47	46	2.40534	4074.530263
46	54	9.44370	5972.591129
54	46	9.22986	5779.651242
47	48	16.46826	1285.011529
48	47	16.16310	825.000000
47	74	4.70640	6000.000000
74	47	4.78398	3317.446565
48	49	14.78658	2121.019835
49	48	14.64738	2063.929153
48	51	34.50708	2121.346035
51	48	34.24992	2173.005205
48	52	14.28858	1884.440173
52	48	14.42898	2415.093648
48	53	12.11754	2164.620818
53	48	12.27396	2000.000000
48	54	21.30528	1893.169265
54	48	21.67902	1755.928729
48	74	6.68862	6000.000000
74	48	5.87604	6000.000000
49	50	11.23038	2664.129248
50	49	11.30328	2928.314458
49	73	14.96712	825.846988
73	49	15.22134	825.000000
50	51	17.31768	2000.000000
51	50	17.64552	2000.000000
50	73	12.70962	825.000000
73	50	12.70962	825.000000
51	52	12.80868	2000.000000
52	51	12.72300	2000.000000
52	53	7.45770	2000.000000
53	52	7.48386	2000.000000
53	54	12.05328	2000.000000
54	53	12.27870	2000.000000
55	57	11.23650	2000.000000
57	55	10.99884	2000.000000
56	57	9.53316	2000.000000
57	56	9.76146	2000.000000
57	58	9.74232	2000.000000
58	57	9.47382	2000.000000
57	59	15.99270	2000.000000
59	57	15.82644	2000.000000
58	59	7.83420	2000.000000
59	58	8.13156	2000.000000
59	60	7.13880	2000.000000
60	59	7.46988	2000.000000
59	72	4.85142	2000.000000
72	59	4.91682	2000.000000
60	61	38.96364	2000.000000
61	60	38.99754	2000.000000
60	63	8.12052	2000.000000
63	60	8.32020	2000.000000
60	65	14.67252	2000.000000
65	60	14.44296	2000.000000
60	67	7.56882	2000.000000
67	60	7.83054	2000.000000
60	69	11.54154	2075.828365
69	60	10.98840	2333.427091
60	71	20.38344	1400.478511
71	60	20.24340	1400.154626
60	72	6.74376	2000.000000
72	60	6.54936	2000.000000
62	63	3.13638	2000.000000
63	62	3.49302	2000.000000
63	65	1.58370	2000.000000
65	63	1.71726	2000.000000
64	65	4.96230	2000.000000
65	64	5.04720	2000.000000
65	66	5.30130	2000.000000
66	65	5.77866	2000.000000
67	68	2.35236	2000.000000
68	67	2.49372	2000.000000
67	69	16.76118	2000.000000
69	67	16.87224	2000.000000
69	70	4.63494	3179.348082
70	69	4.97226	2919.745558
69	71	13.89540	875.000000
71	69	14.16624	1145.206340
